date,month,quarter,regime,identification_regime,event_count,missing_month_flag,timing_factor_event_count,timing_factor_monthly_sum,timing_factor_monthly_mean,timing_factor_monthly_abs_sum,timing_factor_monthly_cumulative,target_factor_event_count,target_factor_monthly_sum,target_factor_monthly_mean,target_factor_monthly_abs_sum,target_factor_monthly_cumulative,fg_factor_event_count,fg_factor_monthly_sum,fg_factor_monthly_mean,fg_factor_monthly_abs_sum,fg_factor_monthly_cumulative,qe_factor_event_count,qe_factor_monthly_sum,qe_factor_monthly_mean,qe_factor_monthly_abs_sum,qe_factor_monthly_cumulative,weighted_composite_monthly_sum,weighted_composite_monthly_mean,weighted_composite_monthly_abs_sum,weighted_composite_monthly_cumulative
2003-04-30,2003-04,2003Q2,pre_gfc,outside_identification_windows,1,False,1,1.0965061897535608,1.0965061897535608,1.0965061897535608,5.9721533305783705,1,2.3811998543232624,2.3811998543232624,2.3811998543232624,16.211508353463056,1,-1.1526879651097448,-1.1526879651097448,1.1526879651097448,-3.648725540912871,0,,,,0.0,0.3737340055841916,0.3737340055841916,0.3737340055841916,2.886568364672008
2003-05-31,2003-05,2003Q2,pre_gfc,outside_identification_windows,1,False,1,2.0309080994704543,2.0309080994704543,2.0309080994704543,8.003061430048824,1,0.4973218427161748,0.4973218427161748,0.4973218427161748,16.708830196179232,1,3.2924937608314897,3.2924937608314897,3.2924937608314897,-0.35623178008138146,0,,,,0.0,0.6969996480576274,0.6969996480576274,0.6969996480576274,3.5835680127296357
2003-06-30,2003-06,2003Q2,pre_gfc,outside_identification_windows,1,False,1,2.245383555669993,2.245383555669993,2.245383555669993,10.248444985718816,1,-5.526040547613002,-5.526040547613002,5.526040547613002,11.18278964856623,1,-8.295595809387864,-8.295595809387864,8.295595809387864,-8.651827589469246,0,,,,0.0,-1.0870069552189798,-1.0870069552189798,1.0870069552189798,2.4965610575106556
2003-07-31,2003-07,2003Q3,pre_gfc,outside_identification_windows,2,False,1,1.089729912258814,1.089729912258814,1.089729912258814,11.33817489797763,2,-0.34602630711723514,-0.17301315355861757,0.34602630711723514,10.836763341448995,1,-0.8279692418950764,-0.8279692418950764,0.8279692418950764,-9.479796831364322,0,,,,0.0,0.0592433602778202,0.0592433602778202,0.0592433602778202,2.555804417788476
2003-08-31,2003-08,2003Q3,pre_gfc,outside_identification_windows,0,True,0,,,,11.33817489797763,0,,,,10.836763341448995,0,,,,-9.479796831364322,0,,,,0.0,,,,2.555804417788476
2003-09-30,2003-09,2003Q3,pre_gfc,outside_identification_windows,1,False,1,1.190716717913575,1.190716717913575,1.190716717913575,12.528891615891204,1,0.023555870075862,0.023555870075862,0.023555870075862,10.860319211524857,1,-3.2922726870400623,-3.2922726870400623,3.2922726870400623,-12.772069518404384,0,,,,0.0,-0.10340949877351908,-0.10340949877351908,0.10340949877351908,2.452394919014957
2003-10-31,2003-10,2003Q4,pre_gfc,outside_identification_windows,1,False,1,0.1507829779237285,0.1507829779237285,0.1507829779237285,12.679674593814934,1,0.2639256977496369,0.2639256977496369,0.2639256977496369,11.124244909274493,1,4.097514155268278,4.097514155268278,4.097514155268278,-8.674555363136108,0,,,,0.0,0.4332067011940099,0.4332067011940099,0.4332067011940099,2.8856016202089667
2003-11-30,2003-11,2003Q4,pre_gfc,outside_identification_windows,1,False,1,0.4878454505589425,0.4878454505589425,0.4878454505589425,13.167520044373877,1,-0.48174485456499,-0.48174485456499,0.48174485456499,10.642500054709503,1,0.0533874748670558,0.0533874748670558,0.0533874748670558,-8.621167888269051,0,,,,0.0,0.024239657248126965,0.024239657248126965,0.024239657248126965,2.909841277457094
2003-12-31,2003-12,2003Q4,pre_gfc,outside_identification_windows,1,False,1,0.5734067528556273,0.5734067528556273,0.5734067528556273,13.740926797229504,1,-0.4113889932478777,-0.4113889932478777,0.4113889932478777,10.231111061461625,1,-3.6080330406853207,-3.6080330406853207,3.6080330406853207,-12.229200928954372,0,,,,0.0,-0.2882309134975258,-0.2882309134975258,0.2882309134975258,2.6216103639595683
2004-01-31,2004-01,2004Q1,pre_gfc,outside_identification_windows,1,False,1,-0.0887660343827003,-0.0887660343827003,0.0887660343827003,13.652160762846803,1,0.3052337933757583,0.3052337933757583,0.3052337933757583,10.536344854837385,1,-1.6159426508854204,-1.6159426508854204,1.6159426508854204,-13.845143579839792,0,,,,0.0,-0.12414937323895181,-0.12414937323895181,0.12414937323895181,2.4974609907206164
2004-02-29,2004-02,2004Q1,pre_gfc,outside_identification_windows,1,False,1,-0.5079226164734298,-0.5079226164734298,0.5079226164734298,13.144238146373374,1,-0.2179234856693351,-0.2179234856693351,0.2179234856693351,10.31842136916805,1,-1.7537532650061811,-1.7537532650061811,1.7537532650061811,-15.598896844845974,0,,,,0.0,-0.2712927111062179,-0.2712927111062179,0.2712927111062179,2.2261682796143987
