dataset,variable,transform,preferred_level_transform,nobs,start,end,adf_c_level_stat,adf_c_level_p,adf_ct_level_stat,adf_ct_level_p,kpss_c_level_stat,kpss_c_level_p,kpss_ct_level_stat,kpss_ct_level_p,pp_c_level_stat,pp_c_level_p,adf_c_diff_p,kpss_c_diff_p,test_notes,classification
monthly,retail_de_mom_pct,preferred_level,level,252,2005-01-31,2025-12-31,-12.991696226493527,2.803788490296423e-24,-13.03328745783815,1.2328050902622495e-20,0.1847479957693643,0.1,0.0801577439142627,0.1,-29.931650342834608,0.0,9.61552988288515e-13,0.1,,I(0)
monthly,retail_de_mom_pct,level,level,252,2005-01-31,2025-12-31,-12.991696226493527,2.803788490296423e-24,-13.03328745783815,1.2328050902622495e-20,0.1847479957693643,0.1,0.0801577439142627,0.1,-29.931650342834608,0.0,9.61552988288515e-13,0.1,,I(0)
monthly,retail_de_mom_pct,first_diff_preferred,level,251,2005-02-28,2025-12-31,-8.152436457219212,9.61552988288515e-13,-8.13419170724918,3.4979818294998595e-11,0.1526175735377041,0.1,0.09929074220163031,0.1,-101.68047596548985,0.0,8.923648144268286e-15,0.1,,I(0)
monthly,retail_de_mom_pct,yoy_diff_preferred,level,240,2006-01-31,2025-12-31,-6.549799479311309,8.909903117743682e-09,-6.5333368714615565,1.5587033896338564e-07,0.08752291351826505,0.1,0.08709756939407932,0.1,-32.1375883670526,0.0,2.594727879417842e-10,0.1,,I(0)
monthly,retail_de_chained_index,preferred_level,log,252,2005-01-31,2025-12-31,-0.16964669828159928,0.942044259971658,-2.2796212177725392,0.44525304725417564,2.1392179166116976,0.01,0.35907510306129103,0.01,-0.4301554036389954,0.9049408519145538,2.180780010552299e-24,0.1,,I(1)
monthly,retail_de_chained_index,level,log,252,2005-01-31,2025-12-31,-0.22254670650261113,0.935780202619541,-2.533771479753711,0.3112884949274036,2.1290798527583803,0.01,0.36038850551041446,0.01,-0.4779295686092211,0.896251911029539,7.98505657331721e-24,0.1,,I(1)
monthly,retail_de_chained_index,first_diff_preferred,log,251,2005-02-28,2025-12-31,-13.04705000294816,2.180780010552299e-24,-13.070448417109054,1.1067974735857333e-20,0.21839702120295304,0.1,0.09485298673251814,0.1,-30.439540074458094,0.0,5.798530763191231e-13,0.1,,I(0)
monthly,retail_de_chained_index,yoy_diff_preferred,log,240,2006-01-31,2025-12-31,-2.080123161215283,0.2525819197826299,-2.1842279594538274,0.49873102354657073,0.39744928839648747,0.07825461707047954,0.20640021973049666,0.013599917601063752,-8.767572233402202,2.5727256639363484e-14,1.8462797146627879e-09,0.1,,difference-stationary/ambiguous
monthly,retail_de_chained_index,log_level,log,252,2005-01-31,2025-12-31,-0.16964669828159928,0.942044259971658,-2.2796212177725392,0.44525304725417564,2.1392179166116976,0.01,0.35907510306129103,0.01,-0.4301554036389954,0.9049408519145538,2.180780010552299e-24,0.1,,I(1)
monthly,retail_de_chained_index,log_diff,log,251,2005-02-28,2025-12-31,-13.04705000294816,2.180780010552299e-24,-13.070448417109054,1.1067974735857333e-20,0.21839702120295304,0.1,0.09485298673251814,0.1,-30.439540074458094,0.0,5.798530763191231e-13,0.1,,I(0)
monthly,retail_de_chained_index,yoy_log_diff,log,240,2006-01-31,2025-12-31,-2.080123161215283,0.2525819197826299,-2.1842279594538274,0.49873102354657073,0.39744928839648747,0.07825461707047954,0.20640021973049666,0.013599917601063752,-8.767572233402202,2.5727256639363484e-14,1.8462797146627879e-09,0.1,,difference-stationary/ambiguous
monthly,hicp_de,preferred_level,log,360,1996-01-31,2025-12-31,0.9538912016776558,0.9937548186996832,-1.8560341154051005,0.6771334422593858,2.942726280509752,0.01,0.3446209575956899,0.01,1.6598827087390329,0.9980265580219246,0.007583651210661944,0.03673137002613245,,near-I(1)/ambiguous
monthly,hicp_de,level,log,360,1996-01-31,2025-12-31,1.2702829378154494,0.9964372527058147,-1.1848676057423624,0.91355782994923,2.839752981957224,0.01,0.4285761045448558,0.01,2.3849952638447203,0.9990030725501094,0.013569620270031458,0.01,,near-I(1)/ambiguous
monthly,hicp_de,first_diff_preferred,log,359,1996-02-29,2025-12-31,-3.516078006129539,0.007583651210661944,-3.867625590662128,0.013434512939566042,0.5219127170839719,0.03673137002613245,0.11993790086371467,0.09826314654867653,-20.905470961825163,0.0,3.022845952010053e-06,0.1,,trend-stationary
monthly,hicp_de,yoy_diff_preferred,log,348,1997-01-31,2025-12-31,-3.4780479493368825,0.00856909507633062,-3.8585532672233636,0.013820904570145894,0.5669958461205019,0.026577512135022085,0.1382912349466172,0.06427549083959778,-3.055720092136616,0.030008420454187248,4.1041088967712817e-07,0.1,,trend-stationary
monthly,hicp_de,log_level,log,360,1996-01-31,2025-12-31,0.9538912016776558,0.9937548186996832,-1.8560341154051005,0.6771334422593858,2.942726280509752,0.01,0.3446209575956899,0.01,1.6598827087390329,0.9980265580219246,0.007583651210661944,0.03673137002613245,,near-I(1)/ambiguous
monthly,hicp_de,log_diff,log,359,1996-02-29,2025-12-31,-3.516078006129539,0.007583651210661944,-3.867625590662128,0.013434512939566042,0.5219127170839719,0.03673137002613245,0.11993790086371467,0.09826314654867653,-20.905470961825163,0.0,3.022845952010053e-06,0.1,,trend-stationary
monthly,hicp_de,yoy_log_diff,log,348,1997-01-31,2025-12-31,-3.4780479493368825,0.00856909507633062,-3.8585532672233636,0.013820904570145894,0.5669958461205019,0.026577512135022085,0.1382912349466172,0.06427549083959778,-3.055720092136616,0.030008420454187248,4.1041088967712817e-07,0.1,,trend-stationary
monthly,hicp_ea20,preferred_level,log,313,1999-12-31,2025-12-31,0.3875216829228596,0.9810222526774959,-1.8273023333069285,0.6914468669901597,2.554728457086821,0.01,0.24639036591866537,0.01,0.3417886596243118,0.9791825564833028,0.009069984784392937,0.1,,I(1)
monthly,hicp_ea20,level,log,313,1999-12-31,2025-12-31,0.8789542243682265,0.9928094341200457,-1.3659379602770323,0.8706366849169094,2.4994515231401238,0.01,0.29897182452139265,0.01,1.2213100501391876,0.9961298586144308,0.014775249529643732,0.04902329817289126,,near-I(1)/ambiguous
monthly,hicp_ea20,first_diff_preferred,log,312,2000-01-31,2025-12-31,-3.460202128413242,0.009069984784392937,-3.534167113703962,0.035874526851190275,0.2463017473788426,0.1,0.19127661683679267,0.019271268686202745,-15.433343003970236,2.928830263314095e-28,6.100226743495046e-06,0.1,,I(0)
monthly,hicp_ea20,yoy_diff_preferred,log,301,2000-12-31,2025-12-31,-2.5996534604081534,0.09306891127922806,-2.65605742957991,0.2547767471983625,0.2629450073210737,0.1,0.1980674276583452,0.016724714628120547,-2.823822701920193,0.05495061481498758,6.557694060219736e-08,0.1,,difference-stationary/ambiguous
monthly,hicp_ea20,log_level,log,313,1999-12-31,2025-12-31,0.3875216829228596,0.9810222526774959,-1.8273023333069285,0.6914468669901597,2.554728457086821,0.01,0.24639036591866537,0.01,0.3417886596243118,0.9791825564833028,0.009069984784392937,0.1,,I(1)
monthly,hicp_ea20,log_diff,log,312,2000-01-31,2025-12-31,-3.460202128413242,0.009069984784392937,-3.534167113703962,0.035874526851190275,0.2463017473788426,0.1,0.19127661683679267,0.019271268686202745,-15.433343003970236,2.928830263314095e-28,6.100226743495046e-06,0.1,,I(0)
monthly,hicp_ea20,yoy_log_diff,log,301,2000-12-31,2025-12-31,-2.5996534604081534,0.09306891127922806,-2.65605742957991,0.2547767471983625,0.2629450073210737,0.1,0.1980674276583452,0.016724714628120547,-2.823822701920193,0.05495061481498758,6.557694060219736e-08,0.1,,difference-stationary/ambiguous
